2000000, 16, 2826.9598, 2826.9600, 2826.9594, 420, 996
420, 448, 78
448, 477, 2570
477, 506, 29632
506, 535, 136824
535, 564, 309496
564, 592, 403055
592, 621, 395062
621, 650, 297792
650, 679, 193017
679, 708, 113772
708, 736, 60755
736, 765, 32098
765, 794, 15151
794, 823, 6661
823, 852, 2661
852, 880, 938
880, 909, 323
909, 938, 85
938, 967, 21
967, 996, 1
