8000, 4, 1.3003, 1.3003, 1.3002, 460, 923
460, 483, 22
483, 506, 106
506, 529, 360
529, 552, 813
552, 575, 1264
575, 598, 1341
598, 622, 1260
622, 645, 990
645, 668, 680
668, 691, 466
691, 714, 280
714, 737, 167
737, 760, 120
760, 784, 60
784, 807, 36
807, 830, 17
830, 853, 10
853, 876, 7
876, 899, 0
899, 923, 1
